journal,database,category,publisher,cas,is_top
European Review of Private Law,ESCI;,Social Sciences,KLUWER LAW INT,4,0
European Romantic Review,ESCI;,Social Sciences,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",3,0
European Security,SSCI;,Social Sciences,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1,1
EUROPEAN SOCIETIES,SSCI;,Social Sciences,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2,0
EUROPEAN SOCIOLOGICAL REVIEW,SSCI;,Social Sciences,OXFORD UNIV PRESS,1,1
European Spatial Research and Policy,ESCI;,Social Sciences,LODZ UNIV PRESS,4,0
EUROPEAN UNION POLITICS,SSCI;,Social Sciences,SAGE PUBLICATIONS LTD,1,1
EUROPE-ASIA STUDIES,SSCI;,Social Sciences,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",3,0
Europolity-Continuity and Change in European Governance,ESCI;,Social Sciences,NATL SCH POLITICAL STUDIES & PUBLIC ADM,4,0
Evaluation,SSCI;,Social Sciences,SAGE PUBLICATIONS INC,3,0
EVALUATION AND PROGRAM PLANNING,SSCI;,Social Sciences,PERGAMON-ELSEVIER SCIENCE LTD,4,0
EVALUATION REVIEW,SSCI;,Social Sciences,SAGE PUBLICATIONS INC,4,0
Evidence & Policy,SSCI;,Social Sciences,POLICY PRESS,3,0
EVOLUTIONARY ANTHROPOLOGY,SSCI;,Social Sciences,WILEY,1,1
Experiment-A Journal of Russian Culture,ESCI;,Social Sciences,BRILL,4,0
Extractive Industries and Society,SSCI;,Social Sciences,ELSEVIER SCI LTD,2,0
Ezhegodnik Finno-Ugorskikh Issledovanii-Yearbook of Finno-Ugric Studies,ESCI;,Social Sciences,UDMURT STATE UNIV,4,0
FABULA,AHCI,Social Sciences,WALTER DE GRUYTER GMBH,4,0
Families In Society-The Journal of Contemporary Social Services,SSCI;,Social Sciences,SAGE PUBLICATIONS INC,4,0
Families Relationships and Societies,SSCI;,Social Sciences,POLICY PRESS,4,0
Frontiers in Political Science,ESCI;,Social Sciences,FRONTIERS MEDIA SA,3,0
Family Court Review,ESCI;,Social Sciences,WILEY,4,0
Family Journal,ESCI;,Social Sciences,SAGE PUBLICATIONS INC,4,0
FAMILY RELATIONS,SSCI;,Social Sciences,WILEY,3,0
Fascism,ESCI;,Social Sciences,BRILL,2,0
Fashion Practice-The Journal of Design Creative Process & the Fashion Industry,AHCI,Social Sciences,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",4,0
Fashion Style & Popular Culture,ESCI;,Social Sciences,INTELLECT LTD,4,0
Fashion Theory-The Journal of Dress Body & Culture,AHCI,Social Sciences,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",3,0
Fat Studies-An Interdisciplinary Journal of Body Weight and Society,ESCI;,Social Sciences,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",4,0
Feminismo-s,ESCI;,Social Sciences,"UNIV ALICANTE, INST UNIV INVESTIGACION ESTUDIOS GENERO",4,0
Feminist Africa,ESCI;,Social Sciences,AFRICAN GENDER INST,4,0
Feminist Criminology,SSCI;,Social Sciences,SAGE PUBLICATIONS INC,4,0
Feminist German Studies,ESCI;,Social Sciences,UNIV NEBRASKA PRESS,4,0
Feminist Legal Studies,SSCI;,Social Sciences,SPRINGER,3,0
Feminist Media Histories,ESCI;,Social Sciences,"UNIV CALIFORNIA PRESS, JOURNALS DIV",2,0
FEMINIST REVIEW,SSCI;,Social Sciences,SAGE PUBLICATIONS LTD,4,0
FEMINIST STUDIES,SSCI;,Social Sciences,FEMINIST STUD INC,4,0
Feminist Theory,SSCI;,Social Sciences,SAGE PUBLICATIONS INC,2,0
Feministische Studien,SSCI;,Social Sciences,WALTER DE GRUYTER GMBH,4,0
Fennia-International Journal of Geography,ESCI;,Social Sciences,GEOGRAPHICAL SOC FINLAND,4,0
Field Methods,SSCI;,Social Sciences,SAGE PUBLICATIONS INC,4,0
Film Fashion & Consumption,ESCI;,Social Sciences,INTELLECT LTD,2,0
Filosofija-Sociologija,SSCI;AHCI,Social Sciences,LITHUANIAN ACAD SCIENCES,4,0
Finisterra-Revista Portuguesa de Geografia,ESCI;,Social Sciences,"UNIV LISBOA, CENTRO ESTUDOS GEOGRAFICOS",4,0
First Peoples Child & Family Review,ESCI;,Social Sciences,FIRST NATIONS CHILD & FAMILY CARING SOC CANADA,Î´ÆÀ¼¶,0
Focaal-Journal of Global and Historical Anthropology,SSCI;,Social Sciences,BERGHAHN JOURNALS,2,0
Folia Geographica,ESCI;,Social Sciences,UNIV PRESOV,3,0
Folia Linguistica et Litteraria,ESCI;,Social Sciences,"UNIV MONTENEGRO, INST LANGUAGE & LITERATURE, FAC PHILOSOPHY-NIKSIC",4,0
Folk Life-Journal of Ethnological Studies,AHCI,Social Sciences,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",4,0
Folklor/Edebiyat-Folklore/Literature,ESCI;,Social Sciences,Rector CIU Cyprus Int Univ,4,0
FOLKLORE,AHCI,Social Sciences,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",4,0
Folklore-Electronic Journal of Folklore,AHCI,Social Sciences,ESTONIAN LITERARY MUSEUM,4,0
Food and Foodways,ESCI;,Social Sciences,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",4,0
Food Culture & Society,SSCI;,Social Sciences,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",4,0
FORDHAM LAW REVIEW,SSCI;,Social Sciences,"FORDHAM UNIV, SCHOOL LAW",3,0
FOREIGN AFFAIRS,SSCI;,Social Sciences,COUNCIL FOREIGN RELAT IONS INC,3,0
Foreign Policy Analysis,SSCI;,Social Sciences,OXFORD UNIV PRESS,3,0
Foro Internacional,ESCI;,Social Sciences,"COLEGIO MEXICO, A C, DEPT PUBLICACIONES",4,0
Forum-A Journal of Applied Research in Contemporary Politics,SSCI;,Social Sciences,WALTER DE GRUYTER GMBH,4,0
Foundation Review,ESCI;,Social Sciences,"Dorothy A Johnson Center Philanthropy, Grand Valley State Univ",4,0
French Cultural Studies,SSCI;AHCI,Social Sciences,SAGE PUBLICATIONS INC,4,0
French Politics,ESCI;,Social Sciences,PALGRAVE MACMILLAN LTD,4,0
French Studies Bulletin,ESCI;,Social Sciences,OXFORD UNIV PRESS,4,0
Frontiers in Human Dynamics,ESCI;,Social Sciences,FRONTIERS MEDIA SA,4,0
Fudan Journal of the Humanities and Social Sciences,ESCI;,Social Sciences,SPRINGER HEIDELBERG,1,1
Frontiers in Sociology,ESCI;,Social Sciences,FRONTIERS MEDIA SA,3,0
Frontiers of Law in China,ESCI;,Social Sciences,HIGHER EDUCATION PRESS,4,0
FRONTIERS-A JOURNAL OF WOMEN STUDIES,SSCI;,Social Sciences,UNIV NEBRASKA PRESS,4,0
FWU Journal of Social Sciences,ESCI;,Social Sciences,SHAHEED BENAZIR BHUTTO WOMEN UNIV,4,0
GAIA-Ecological Perspectives for Science and Society,SSCI;SCIE;,Social Sciences,OEKOM VERLAG GMBH,4,0
GHANA SOCIAL SCIENCE JOURNAL,ESCI;,Social Sciences,UNIV GHANA,4,0
Gaming Law Review-Economics Regulation Compliance and Policy,ESCI;,Social Sciences,"MARY ANN LIEBERT, INC",4,0
Gateways-International Journal of Community Research and Engagement,ESCI;,Social Sciences,"UNIV TECHNOLOGY, SYDNEY-UTS EPRESS",4,0
Gazeta de Antropologia,ESCI;,Social Sciences,ASOC GRANADINA ANTROPOLOGIA,4,0
Gazi Akademik Bakis-Gazi Academic View,ESCI;,Social Sciences,HALE SIVGIN,4,0
Ge-Conservacion,ESCI;,Social Sciences,GRUPO ESPANOL I I C,4,0
GENDER & SOCIETY,SSCI;,Social Sciences,SAGE PUBLICATIONS INC,1,1
Gender Issues,ESCI;,Social Sciences,SPRINGER,4,0
Gender Place and Culture,SSCI;,Social Sciences,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",3,0
Gender Technology & Development,ESCI;,Social Sciences,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",4,0
GENDER WORK AND ORGANIZATION,SSCI;,Social Sciences,WILEY,1,1
Genealogy,ESCI;,Social Sciences,MDPI,3,0
Generations,SSCI;,Social Sciences,AMER SOC AGING,4,0
Genre Sexualite & Societe,ESCI;,Social Sciences,"ECOLE HAUTES ETUDES & SCIENCES SOC-EHESS, COLL FRANCE",4,0
GENUS,ESCI;,Social Sciences,SPRINGERNATURE,3,0
Geo UERJ,ESCI;,Social Sciences,UNIV ESTADO RIO JANEIRO,4,0
Geoadria,ESCI;,Social Sciences,UNIV ZADAR,4,0
Geodetski Vestnik,SSCI;,Social Sciences,ASSOC SURVEYORS SLOVENIA,4,0
GEOFORUM,SSCI;,Social Sciences,PERGAMON-ELSEVIER SCIENCE LTD,2,1
Geo-Geography and Environment,ESCI;,Social Sciences,WILEY,3,0
Geografares,ESCI;,Social Sciences,UNIV FEDERAL ESPIRITO SANTO,4,0
Geografia-Malaysian Journal of Society & Space,ESCI;,Social Sciences,"UNIV KEBANGSAAN MALAYSIA, FAC SOCIAL SCIENCES & HUMANITIES",4,0
Geograficando,ESCI;,Social Sciences,"UNIV NAC LA PLATA, FAC HUMANIDADES & CIENCIAS EDUC",4,0
Geograficidade,ESCI;,Social Sciences,UNIV FEDERAL FLUMINENSE,4,0
GEOGRAFICKY CASOPIS-Geographical Journal,ESCI;,Social Sciences,"SLOVAK ACAD SCIENCE, INST GEOGRAPHY",4,0
Geografie,SSCI;,Social Sciences,CZECH GEOGRAPHIC SOC,4,0
Geografisk Tidsskrift-Danish Journal of Geography,SSCI;,Social Sciences,ROYAL DANISH GEOGRAPHICAL SOC,4,0
GEOGRAFISKA ANNALER SERIES B-HUMAN GEOGRAPHY,SSCI;,Social Sciences,TAYLOR & FRANCIS LTD,3,0
Geographia Cassoviensis,ESCI;,Social Sciences,"PAVOL JOZEF SAFARIK UNIV, FAC SCI, INST GEOGRAPHY",4,0
Geographia Polonica,ESCI;,Social Sciences,"POLISH ACAD SCIENCES, INST GEOGRAPHY & SPATIAL ORGANIZATION",4,0
GEOgraphia-UFF,ESCI;,Social Sciences,UNIV FEDERAL FLUMINENSE,4,0
Geographica Pannonica,ESCI;,Social Sciences,"UNIV & NOVOM SADU, PRIRODNO-MATEMATICKI FAK",4,0
GEOGRAPHICAL JOURNAL,SSCI;,Social Sciences,WILEY,2,0
Geographical Research,SSCI;,Social Sciences,WILEY,3,0
GEOGRAPHICAL REVIEW,SSCI;,Social Sciences,TAYLOR & FRANCIS INC,4,0
GEOGRAPHY,SSCI;,Social Sciences,TAYLOR & FRANCIS LTD,4,0
Geography and Natural Resources,ESCI;,Social Sciences,MAIK NAUKA/INTERPERIODICA/SPRINGER,4,0
Geography Compass,SSCI;,Social Sciences,WILEY,2,0
Geohumanities,ESCI;,Social Sciences,TAYLOR & FRANCIS LTD,3,0
GEOJOURNAL,ESCI;,Social Sciences,SPRINGER,4,0
Geopoliticas-Revista de Estudios sobre Espacio y Poder,ESCI;,Social Sciences,"UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES",4,0
Geopolitics,SSCI;,Social Sciences,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1,1
George Eliot-George Henry Lewes Studies,ESCI;,Social Sciences,PENN STATE UNIV PRESS,4,0
GEORGE WASHINGTON LAW REVIEW,SSCI;,Social Sciences,GEORGE WASHINGTON UNIV,3,0
GEORGETOWN LAW JOURNAL,SSCI;,Social Sciences,GEORGETOWN LAW JOURNAL ASSOC,2,0
GeoScape,ESCI;,Social Sciences,SCIENDO,4,0
German Law Journal,ESCI;,Social Sciences,CAMBRIDGE UNIV PRESS,2,0
German Politics,SSCI;,Social Sciences,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",3,0
GERMAN POLITICS AND SOCIETY,ESCI;,Social Sciences,BERGHAHN JOURNALS,4,0
GERMAN STUDIES REVIEW,SSCI;AHCI,Social Sciences,JOHNS HOPKINS UNIV PRESS,4,0
Germanoslavica-Zeitschrift fur Germano-Slawische Studien,ESCI;,Social Sciences,SLOVANSKY USTAV AKAD CESKE REPUBLIKY,4,0
Gestion y Politica Publica,SSCI;,Social Sciences,CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS,4,0
Human Affairs-Postdisciplinary Humanities & Social Sciences Quarterly,ESCI;,Social Sciences,WALTER DE GRUYTER GMBH,4,0
Girlhood Studies-An Interdisciplinary Journal,ESCI;,Social Sciences,BERGHAHN JOURNALS,4,0
Global Change Peace & Security,ESCI;,Social Sciences,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",3,0
Global Constitutionalism,ESCI;,Social Sciences,CAMBRIDGE UNIV PRESS,3,0
Global Crime,ESCI;,Social Sciences,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",3,0
Global Environment,ESCI;,Social Sciences,WHITE HORSE PRESS,4,0
Global Environmental Politics,SSCI;,Social Sciences,MIT PRESS,2,0
GLOBAL GOVERNANCE,SSCI;,Social Sciences,BRILL,4,0
GLOBAL NETWORKS-A JOURNAL OF TRANSNATIONAL AFFAIRS,SSCI;,Social Sciences,WILEY,2,1
Global Policy,SSCI;,Social Sciences,WILEY,3,0
Global Public Policy and Governance,ESCI;,Social Sciences,SPRINGERNATURE,3,0
Global Responsibility to Protect,ESCI;,Social Sciences,BRILL,3,0
Global Social Policy,ESCI;,Social Sciences,SAGE PUBLICATIONS LTD,4,0
Global Social Welfare,ESCI;,Social Sciences,SPRINGER INT PUBL AG,4,0
Global Society,ESCI;,Social Sciences,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2,0
Global Trade and Customs Journal,ESCI;,Social Sciences,KLUWER LAW INT,4,0
Globalizations,SSCI;,Social Sciences,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",3,0
GLQ-A JOURNAL OF LESBIAN AND GAY STUDIES,SSCI;,Social Sciences,DUKE UNIV PRESS,4,0
Gothic Studies,ESCI;,Social Sciences,EDINBURGH UNIV PRESS,3,0
GOVERNMENT AND OPPOSITION,SSCI;,Social Sciences,CAMBRIDGE UNIV PRESS,1,1
Grey Room,AHCI,Social Sciences,MIT PRESS,3,0
Griffith Law Review,ESCI;,Social Sciences,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",3,0
Grotiana,ESCI;,Social Sciences,BRILL,3,0
Grounded Theory Review,ESCI;,Social Sciences,SOCIOLOGY PRESS,4,0
Hague Journal of Diplomacy,ESCI;,Social Sciences,BRILL,3,0
Hague Journal on the Rule of Law,SSCI;,Social Sciences,SPRINGER WIEN,1,1
Hallazgos-Revista de Investigaciones,ESCI;,Social Sciences,UNIV SANTO TOMAS,4,0
Harm Reduction Journal,SSCI;,Social Sciences,BMC,2,0
HARVARD CIVIL RIGHTS-CIVIL LIBERTIES LAW REVIEW,SSCI;,Social Sciences,HARVARD LAW SCHOOL,4,0
HARVARD ENVIRONMENTAL LAW REVIEW,SSCI;,Social Sciences,HARVARD LAW SCHOOL,4,0
HARVARD JOURNAL OF LAW AND PUBLIC POLICY,SSCI;,Social Sciences,HARVARD SOC LAW PUBLIC POLICY,4,0
HARVARD JOURNAL ON LEGISLATION,SSCI;,Social Sciences,HARVARD LAW SCHOOL,4,0
HARVARD LAW REVIEW,SSCI;,Social Sciences,HARVARD LAW REV ASSOC,2,0
HASTINGS LAW JOURNAL,SSCI;,Social Sciences,UNIV CALIF,4,0
HAU-Journal of Ethnographic Theory,SSCI;,Social Sciences,UNIV CHICAGO PRESS,4,0
Hawwa,ESCI;,Social Sciences,BRILL,4,0
Health & Justice,ESCI;,Social Sciences,SPRINGERNATURE,2,0
HEALTH & SOCIAL WORK,SSCI;,Social Sciences,OXFORD UNIV PRESS INC,4,0
Heranca-Revista de Historia Patrimonio e Cultura,ESCI;,Social Sciences,Ponteditora,3,0
Heritage and Society,ESCI;,Social Sciences,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",3,0
Hermeneia,ESCI;,Social Sciences,"UNIV ALEXANDRU IOAN CUZA IASI, FAC FILOSOFIE STIINTE SOCIAL-POLITICE",4,0
Hesperis-Tamuda,ESCI;,Social Sciences,"UNIV MOHAMMED V RABAT, FAC LETTRES SCI HUMAINES",4,0
Hispanic Research Journal-Iberian and Latin American Studies,AHCI,Social Sciences,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",3,0
Historic Environment-Policy & Practice,AHCI,Social Sciences,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",3,0
Historical Materialism-Research in Critical Marxist Theory,SSCI;AHCI,Social Sciences,BRILL,3,0
Historicka Sociologie,ESCI;,Social Sciences,CHARLES UNIV-PRAGUE,4,0
History and Sociology of South Asia,ESCI;,Social Sciences,SAGE PUBLICATIONS INC,4,0
Homicide Studies,SSCI;,Social Sciences,SAGE PUBLICATIONS INC,4,0
HOMO-JOURNAL OF COMPARATIVE HUMAN BIOLOGY,SSCI;,Social Sciences,E SCHWEIZERBARTSCHE VERLAGSBUCHHANDLUNG,4,0
Hong Kong Law Journal,SSCI;,Social Sciences,SWEET MAXWELL LTD,4,0
Horror Studies,ESCI;,Social Sciences,INTELLECT LTD,3,0
Hrvatski Geografski Glasnik-Croatian Geographical Bulletin,ESCI;,Social Sciences,CROATIAN GEOGRAPHICAL SOC,4,0
Humanities & Social Sciences Communications,SSCI;AHCI,Social Sciences,SPRINGERNATURE,2,0
HUMAN ECOLOGY,SSCI;,Social Sciences,SPRINGER/PLENUM PUBLISHERS,4,0
Human Ecology Review,SSCI;,Social Sciences,ANU PRESS,4,0
HUMAN NATURE-AN INTERDISCIPLINARY BIOSOCIAL PERSPECTIVE,SSCI;,Social Sciences,SPRINGER,2,0
HUMAN ORGANIZATION,SSCI;,Social Sciences,TAYLOR & FRANCIS LTD,4,0
Human Rights Law Review,SSCI;,Social Sciences,OXFORD UNIV PRESS,2,0
HUMAN RIGHTS QUARTERLY,SSCI;,Social Sciences,JOHNS HOPKINS UNIV PRESS,4,0
Human Rights Review,ESCI;,Social Sciences,SPRINGER,3,0
Human Service Organizations Management Leadership & Governance,SSCI;,Social Sciences,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",3,0
Humanidades & Inovacao,ESCI;,Social Sciences,FUNDACAO UNIV TOCANTINS,4,0
Innovation-The European Journal of Social Science Research,SSCI;,Social Sciences,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",4,0
Humanities-Basel,ESCI;,Social Sciences,MDPI,3,0
Humanity-An International Journal of Human Rights Humanitarianism and Development,ESCI;,Social Sciences,UNIV PENNSYLVANIA PRESS,3,0
Hungarian Cultural Studies,ESCI;,Social Sciences,"UNIV PITTSBURGH, UNIV LIBRARY SYSTEM",4,0
Hungarian Geographical Bulletin,ESCI;,Social Sciences,CSFK GEOGRAPHICAL INST,4,0
HUNTINGTON LIBRARY QUARTERLY,AHCI,Social Sciences,UNIV PENNSYLVANIA PRESS,3,0
Iberoamericana,ESCI;,Social Sciences,VERVUERT VERLAG,4,0
Icelandic Review of Politics & Administration,ESCI;,Social Sciences,INST PUBLIC ADM & POLITICS,4,0
ICL Journal-Vienna Journal on International Constitutional Law,ESCI;,Social Sciences,WALTER DE GRUYTER GMBH,4,0
ICON-INTERNATIONAL JOURNAL OF CONSTITUTIONAL LAW,SSCI;,Social Sciences,OXFORD UNIV PRESS,3,0
Iconos,ESCI;,Social Sciences,"FAC LATINOAMERICANA CIENCIAS SOCIALES-FLACSO, ECUADOR",4,0
ICSID Review-Foreign Investment Law Journal,SSCI;,Social Sciences,OXFORD UNIV PRESS,4,0
IDENTITIES-GLOBAL STUDIES IN CULTURE AND POWER,SSCI;AHCI,Social Sciences,TAYLOR & FRANCIS INC,2,0
IDP-Internet Law and Politics,ESCI;,Social Sciences,UNIV OBERTA CATALUNYA,4,0
IIC-INTERNATIONAL REVIEW OF INTELLECTUAL PROPERTY AND COMPETITION LAW,ESCI;,Social Sciences,SPRINGER HEIDELBERG,4,0
IIUM Law Journal,ESCI;,Social Sciences,"INT ISLAMIC UNIV MALAYSIA, PRESS RESEARCH MANAGEMENT CENTER",4,0
Imagologiya i Komparativistika-Imagology and Comparative Studies,ESCI;,Social Sciences,TOMSK STATE UNIV,4,0
Imago-Revista de Emblematica y Cultura Visual,ESCI;,Social Sciences,PUBLICACIONES UNIV VALENCIA,4,0
Immigrants and Minorities,ESCI;,Social Sciences,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",4,0
Impact Assessment and Project Appraisal,SSCI;,Social Sciences,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",4,0
In Situ-Revue de Patrimoines,ESCI;,Social Sciences,MINISTERE CULTURE & COMMUNICATION,4,0
INDEX ON CENSORSHIP,AHCI,Social Sciences,SAGE PUBLICATIONS LTD,4,0
India Quarterly-A Journal of International Affairs,ESCI;,Social Sciences,SAGE PUBLICATIONS INDIA PVT LTD,4,0
India Review,SSCI;,Social Sciences,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",4,0
Indian Journal of Gender Studies,SSCI;,Social Sciences,SAGE PUBLICATIONS INDIA PVT LTD,4,0
INDIANA LAW JOURNAL,SSCI;,Social Sciences,INDIANA LAW JOURNAL,3,0
INDO-IRANIAN JOURNAL,AHCI,Social Sciences,BRILL,4,0
Indonesia and the Malay World,AHCI,Social Sciences,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",3,0
Indonesia Law Review,ESCI;,Social Sciences,Indonesian Law Review,4,0
INDUSTRIAL LAW JOURNAL,SSCI;,Social Sciences,OXFORD UNIV PRESS,4,0
Infancias Imagenes,ESCI;,Social Sciences,UNIV DISTRITAL FRANCISCO JOSE CALDAS,4,0
Information & Communications Technology Law,ESCI;,Social Sciences,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",4,0
Information Geographique,ESCI;,Social Sciences,ARMAND COLIN,4,0
Inner Asia,ESCI;,Social Sciences,BRILL,4,0
International and Multidisciplinary Journal of Social Sciences-RIMCIS,ESCI;,Social Sciences,HIPATIA PRESS,4,0
Insan & Toplum-The Journal of Humanity & Society,ESCI;,Social Sciences,ILEM,4,0
Insight on Africa,ESCI;,Social Sciences,SAGE PUBLICATIONS LTD,4,0
Insight Turkey,ESCI;,Social Sciences,SETA FOUNDATION,4,0
Insolvency Law Journal,ESCI;,Social Sciences,LAWBOOK CO LTD,4,0
INTELLIGENCE AND NATIONAL SECURITY,SSCI;,Social Sciences,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",3,0
Interaccion y Perspectiva,ESCI;,Social Sciences,"UNIV ZULIA, FAC CIENCIAS JURIDICAS & POLITICAS",4,0
Inter-Asia Cultural Studies,SSCI;AHCI,Social Sciences,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",4,0
Interdisciplinary Description of Complex Systems,ESCI;,Social Sciences,CROATIAN INTERDISCIPLINARY SOC,4,0
Interest Groups & Advocacy,ESCI;,Social Sciences,PALGRAVE MACMILLAN LTD,3,0
Intermedialites,ESCI;,Social Sciences,CENTRE RECHERCHE INTERMEDIALITE,4,0
INTERNASJONAL POLITIKK,SSCI;,Social Sciences,NORSK UTENRIKSPOLITISK INST,4,0
International & Comparative Law Quarterly,SSCI;,Social Sciences,CAMBRIDGE UNIV PRESS,2,0
INTERNATIONAL AFFAIRS,SSCI;,Social Sciences,OXFORD UNIV PRESS,1,1
International E-Journal of Criminal Sciences,ESCI;,Social Sciences,DMS INT RESEARCH CENTRE,4,0
International Area Studies Review,ESCI;,Social Sciences,SAGE PUBLICATIONS LTD,4,0
International Communication of Chinese Culture,ESCI;,Social Sciences,SPRINGERNATURE,4,0
International Community Law Review,ESCI;,Social Sciences,MARTINUS NIJHOFF PUBL,4,0
International Criminal Justice Review,ESCI;,Social Sciences,SAGE PUBLICATIONS INC,4,0
International Criminal Law Review,ESCI;,Social Sciences,BRILL,3,0
International Critical Thought,ESCI;,Social Sciences,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",4,0
International Data Privacy Law,SSCI;,Social Sciences,OXFORD UNIV PRESS,3,0
INTERNATIONAL DEVELOPMENT PLANNING REVIEW,SSCI;,Social Sciences,LIVERPOOL UNIV PRESS,3,0
International Journal of Criminal Justice Sciences,ESCI;,Social Sciences,MANONMANIAM SUNDARANAR UNIV,Î´ÆÀ¼¶,0
International Environmental Agreements-Politics Law and Economics,SSCI;,Social Sciences,SPRINGER,3,0
International Feminist Journal of Politics,SSCI;,Social Sciences,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2,0
International Insolvency Review,SSCI;,Social Sciences,WILEY,4,0
INTERNATIONAL INTERACTIONS,SSCI;,Social Sciences,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2,0
INTERNATIONAL JOURNAL,SSCI;,Social Sciences,SAGE PUBLICATIONS LTD,Î´ÆÀ¼¶,0
International Journal for Crime Justice and Social Democracy,ESCI;,Social Sciences,QUEENSLAND UNIV TECHNOLOGY,3,0
INTERNATIONAL JOURNAL FOR THE SEMIOTICS OF LAW-REVUE INTERNATIONALE DE SEMIOTIQUE JURIDIQUE,ESCI;,Social Sciences,SPRINGER,3,0
International Journal of African Renaissance Studies,ESCI;,Social Sciences,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",4,0
International Journal of Applied Geospatial Research,ESCI;,Social Sciences,IGI GLOBAL,4,0
International Journal of Asia Pacific Studies,ESCI;,Social Sciences,PENERBIT UNIV SAINS MALAYSIA,3,0
International Journal of Asian Studies,AHCI,Social Sciences,CAMBRIDGE UNIV PRESS,4,0
International Journal of Canadian Studies,ESCI;,Social Sciences,UNIV TORONTO PRESS INC,Î´ÆÀ¼¶,0
International Journal of Care and Caring,ESCI;,Social Sciences,POLICY PRESS,4,0
International Journal of Child Youth & Family Studies,ESCI;,Social Sciences,"UNIV VICTORIA, SCH CHILD & YOUTH CARE",4,0
International Journal of Childrens Rights,ESCI;,Social Sciences,BRILL,4,0
International Journal of Climate Change Strategies and Management,SSCI;,Social Sciences,EMERALD GROUP PUBLISHING LTD,3,0
International Journal of Comparative and Applied Criminal Justice,ESCI;,Social Sciences,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",4,0
INTERNATIONAL JOURNAL OF COMPARATIVE SOCIOLOGY,SSCI;,Social Sciences,SAGE PUBLICATIONS INC,2,0
International Journal of Conflict and Violence,SSCI;,Social Sciences,INST INTERDISCIPLINARY RES,4,0
INTERNATIONAL POLITICAL SCIENCE REVIEW,SSCI;,Social Sciences,SAGE PUBLICATIONS LTD,Î´ÆÀ¼¶,0
International Journal of Cuban Studies,ESCI;,Social Sciences,PLUTO JOURNALS,4,0
International Journal of Cultural Policy,SSCI;AHCI,Social Sciences,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",3,0
International Journal of Cultural Property,ESCI;,Social Sciences,CAMBRIDGE UNIV PRESS,2,0
International Journal of Cultural Studies,SSCI;AHCI,Social Sciences,SAGE PUBLICATIONS INC,2,0
International Journal of Cyber Criminology,ESCI;,Social Sciences,K JAISHANKAR,Î´ÆÀ¼¶,0
International Journal of Cyber Warfare and Terrorism,ESCI;,Social Sciences,IGI GLOBAL,4,0
International Journal of Disaster Resilience in the Built Environment,ESCI;,Social Sciences,EMERALD GROUP PUBLISHING LTD,4,0
International Journal of Discrimination and the Law,ESCI;,Social Sciences,SAGE PUBLICATIONS INC,4,0
International Journal of Emergency Services,ESCI;,Social Sciences,EMERALD GROUP PUBLISHING LTD,4,0
